candidat_id,offre_id,titre,proxy_relevance,score_sem,score_hybride,taux_match,verdict_recrutement,rank_pgvector,rank_graph,rank_shift,relevance,binary_relevance,score_hybride_optuna,rank_optuna,top10_optuna
PPBZV2510080046865,OFFRE_012143_0d82a29fc932,Chauffeur Poids Léger,0.6375,0.5494,0.6773,1.0,postuler_avec_plan_de_montee_en_competence,8,7,1,0.6375,1,0.7019136908041719,7,True
PPBZV2510080046865,OFFRE_011888_b97fc039daae,Chauffeur Poids Lourds,0.6375,0.5452,0.6758,1.0,postuler_avec_plan_de_montee_en_competence,9,8,1,0.6375,1,0.6991352564974198,8,True
PPBZV2510080046865,OFFRE_012827_1347f46a2ba7,Chauffeur Voiture Légère,0.6375,0.544,0.6754,1.0,postuler_avec_plan_de_montee_en_competence,10,9,1,0.6375,1,0.6983414181240621,9,True
PPBZV2510080046865,OFFRE_012078_a08d8554ded1,Chauffeur,0.6375,0.5427,0.6749,1.0,postuler_avec_plan_de_montee_en_competence,11,10,1,0.6375,1,0.6974814265529244,10,True
PPBZV2507030034347,OFFRE_013399_3b990d112c67,Technicien Auxiliaire De Laboratoire,0.4982,0.5669,0.6834,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.4982,1,0.7134905004156387,1,True
PPBZV2507030034347,OFFRE_013396_cf90d5af996c,Technicien Qualifié De Laboratoire,0.4982,0.5337,0.6718,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.4982,1,0.6915276387527415,2,True
PPBZV2507030034347,OFFRE_013397_cd2c0c560541,Technicien Qualifié De Laboratoire,0.4982,0.5337,0.6718,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.4982,1,0.6915276387527415,3,True
PPBZV2507030034347,OFFRE_012748_9e7740da016d,Technicien De Laboratoire Biomedical,0.4982,0.5113,0.664,1.0,postuler_avec_plan_de_montee_en_competence,4,4,0,0.4982,1,0.6767093224500638,4,True
PPBZV2507030034347,OFFRE_011431_94536a0e6f32,Technicien Biomedical,0.4339,0.4404,0.6391,1.0,postuler_avec_plan_de_montee_en_competence,7,5,2,0.4339,0,0.6298067052241778,5,True
PPBZV2507030034347,OFFRE_011430_4db4880e5c0b,Technicien Biomedical,0.4339,0.4376,0.6382,1.0,postuler_avec_plan_de_montee_en_competence,8,6,2,0.4339,0,0.6279544156863432,6,True
PPBZV2507030034347,OFFRE_011428_c4a817cce543,Technicien Biomedical,0.4339,0.4168,0.6309,1.0,postuler_avec_plan_de_montee_en_competence,9,7,2,0.4339,0,0.6141945505481425,7,True
PPBZV2507030034347,OFFRE_011425_2b80d7068c79,Technicien Biomedical,0.4339,0.4089,0.6281,1.0,postuler_avec_plan_de_montee_en_competence,10,8,2,0.4339,0,0.6089684479235374,8,True
PPBZV2507030034347,OFFRE_008575_362d9935049d,Personnel de santé et partenariat spécialistes,0.3161,0.3872,0.6205,1.0,postuler_avec_plan_de_montee_en_competence,14,9,5,0.3161,0,0.5946132040053185,9,True
PPBZV2507030034347,OFFRE_011429_34c74b094906,Technicien Biomedical,0.4339,0.3802,0.6181,1.0,postuler_avec_plan_de_montee_en_competence,17,10,7,0.4339,0,0.5899824801607316,10,True
PPAUT2510170047914,OFFRE_013147_cc53dcc55f35,Ingenieur Electrotechnicien,0.5725,0.5264,0.6692,1.0,postuler_avec_plan_de_montee_en_competence,8,1,7,0.5725,1,0.6866984553148152,1,True
PPAUT2510170047914,OFFRE_012132_44b6284e3adc,Electrotechnicien,0.5725,0.4909,0.6568,1.0,postuler_avec_plan_de_montee_en_competence,14,2,12,0.5725,1,0.6632140701029825,2,True
PPAUT2510170047914,OFFRE_005914_b91fec4d35d0,Chef D’équipe Maintenance,0.2025,0.5933,0.3927,0.0,hors_cible_actuel,1,3,-2,0.2025,0,0.39248692242761846,4,True
PPAUT2510170047914,OFFRE_003803_bc38a67a4920,REGIONAL SITE SUPERVISOR,0.1125,0.5663,0.3832,0.0,hors_cible_actuel,2,4,-2,0.1125,0,0.37462555902706945,5,True
PPAUT2510170047914,OFFRE_008250_32d43dbbc23d,REGIONAL SITE SUPERVISOR,0.1125,0.5663,0.3832,0.0,hors_cible_actuel,3,5,-2,0.1125,0,0.37462555902706945,6,True
PPAUT2510170047914,OFFRE_007826_78c820fa9ab1,REGIONAL SITE SUPERVISOR,0.1125,0.5663,0.3832,0.0,hors_cible_actuel,4,6,-2,0.1125,0,0.37462555902706945,7,True
PPAUT2510170047914,OFFRE_004743_c47a362f0381,Technicien,0.1375,0.4676,0.3694,0.833,hors_cible_actuel,28,7,21,0.1375,0,0.5912762153125708,3,True
PPAUT2510170047914,OFFRE_012987_dff34b2dd63d,Technicien Superieur En Électromécanicien,0.3925,0.5239,0.3684,0.0,hors_cible_actuel,9,8,1,0.3925,1,0.34657660316842964,8,True
PPAUT2510170047914,OFFRE_004134_714d0f4e42ba,02 CHARGÉS D’AFFAIRES,0.1125,0.5079,0.3628,0.0,hors_cible_actuel,10,9,1,0.1125,0,0.3359920915236599,9,True
PPAUT2510170047914,OFFRE_000006_4191c3ab002f,Electromécanicien,0.3925,0.5072,0.3625,0.0,hors_cible_actuel,11,10,1,0.3925,1,0.3355290191392012,10,True
PPBZV2511180051779,OFFRE_009567_04fedb1e14a6,Superviseur Mobilisation Communautaire,0.25,0.5314,0.461,0.0,vivier_a_developper,1,1,0,0.25,0,0.3515380930019154,1,True
PPBZV2511180051779,OFFRE_009775_0a881e5a753d,Coordinateur Régional,0.25,0.5008,0.4503,0.0,vivier_a_developper,2,2,0,0.25,0,0.3312952144812933,2,True
PPBZV2511180051779,OFFRE_010519_fcdb24789274,Coordinateur Régional,0.25,0.463,0.437,0.0,vivier_a_developper,3,3,0,0.25,0,0.30628930572052476,3,True
PPBZV2511180051779,OFFRE_010114_7a46f40cfbba,ADJOINT RESPONSABLE PROGRAMME SANTE/NUTRITION H/F,0.25,0.458,0.4353,0.0,vivier_a_developper,4,4,0,0.25,0,0.3029816458315342,4,True
PPBZV2511180051779,OFFRE_009287_9f48a15a9536,"Enseignant d’Anglais, Allemand Permanent",0.25,0.4481,0.4318,0.0,vivier_a_developper,5,5,0,0.25,0,0.2964324792513329,5,True
PPBZV2511180051779,OFFRE_009549_1615f909fc1c,CHARGE DE PATRIMOINE ET DU PARC AUTOMOBILE,0.25,0.4334,0.4267,0.0,vivier_a_developper,6,6,0,0.25,0,0.2867079591777007,6,True
PPBZV2511180051779,OFFRE_008922_590558b78baf,SUPERVISEUR SAME,0.34,0.4291,0.4252,0.0,vivier_a_developper,7,7,0,0.34,1,0.28386337167316883,7,True
PPBZV2511180051779,OFFRE_010565_1880a3bc05c1,Charge(e) Ressources Humaines,0.25,0.4252,0.4238,0.0,vivier_a_developper,8,8,0,0.25,0,0.2812833969597562,8,True
PPBZV2511180051779,OFFRE_009821_8c58e781da15,Coordinateur Terrain (H/F),0.25,0.4114,0.419,0.0,hors_cible_actuel,9,9,0,0.25,0,0.27215425566614226,9,True
PPBZV2511180051779,OFFRE_008572_2dff6daa3773,ASSISTANT(E) DE DIRECTION CHARGE(E) DES RESSOURCES HUMAINES - Douala,0.25,0.4068,0.4174,0.0,hors_cible_actuel,10,10,0,0.25,0,0.269111208568271,10,True
PPBZV2509150043048,OFFRE_009479_b077c8015bb4,CHEF SERVICE COMPTABILITÉ GÉNÉRALE,0.4064,0.6239,0.475,1.0,vivier_a_developper,2,1,1,0.4064,1,0.7511978231501311,1,True
PPBZV2509150043048,OFFRE_009764_c9776e91a674,Contrôleur de Gestion Industriel,0.3421,0.6671,0.4218,0.833,vivier_a_developper,1,2,-1,0.3421,0,0.7232518448832936,2,True
PPBZV2509150043048,OFFRE_010774_63449ee4d777,Directeur Général Banque H/F,0.3421,0.6157,0.4083,0.833,hors_cible_actuel,3,3,0,0.3421,0,0.6892491012244708,3,True
PPBZV2509150043048,OFFRE_009336_485d8ad32121,Comptable (H/F),0.2779,0.601,0.4044,0.833,hors_cible_actuel,4,4,0,0.2779,0,0.6795245811508386,4,True
PPBZV2509150043048,OFFRE_009335_02d1010c5cf6,Comptable (H/F),0.2779,0.601,0.4044,0.833,hors_cible_actuel,5,5,0,0.2779,0,0.6795245811508386,5,True
PPBZV2509150043048,OFFRE_008268_f80b20818e89,FINANCE And OPERATION OFFICER,0.3975,0.5933,0.3927,0.167,hors_cible_actuel,7,6,1,0.3975,1,0.44901108213533414,6,True
PPBZV2509150043048,OFFRE_008045_f09af01c576c,Financial Service Provider,0.3525,0.5933,0.3927,0.167,hors_cible_actuel,9,7,2,0.3525,0,0.44901108213533414,7,True
PPBZV2509150043048,OFFRE_004833_9bf8e0c83892,Gestionnaires D'Operations Financières De Jour & Nuit,0.3011,0.5933,0.3927,0.167,hors_cible_actuel,10,8,2,0.3011,0,0.44901108213533414,8,True
PPBZV2509150043048,OFFRE_005911_5ab400a127d3,"Comptabilité, Finance Et Gestion (08 Postes)",0.3975,0.5933,0.3927,0.167,hors_cible_actuel,13,9,4,0.3975,1,0.44901108213533414,9,True
PPBZV2509150043048,OFFRE_008304_008261042ccf,02 CHARGES FINANCIERS POUR LE PROJET SEMBE I,0.3225,0.5933,0.3927,0.167,hors_cible_actuel,14,10,4,0.3225,0,0.44901108213533414,10,True
PPBZV2506190032709,OFFRE_008608_c67248b0ce1b,conciliateur et probateur de justice,0.3375,0.6476,0.4117,0.0,hors_cible_actuel,1,1,0,0.3375,0,0.4284081088220557,1,True
PPBZV2506190032709,OFFRE_012030_f969d5e29123,Juriste,0.4875,0.5636,0.3823,0.0,hors_cible_actuel,10,2,8,0.4875,1,0.37283942268701453,2,True
PPBZV2506190032709,OFFRE_004623_8055ea6a62ac,Chargée De Projet - Plaidoyer,0.375,0.5304,0.3706,0.0,hors_cible_actuel,14,3,11,0.375,1,0.3508765610241173,3,True
PPBZV2506190032709,OFFRE_004687_400fd8f9049a,Corporate Legal Counsel,0.375,0.5304,0.3706,0.0,hors_cible_actuel,15,4,11,0.375,1,0.3508765610241173,4,True
PPBZV2506190032709,OFFRE_006377_857b8a94b9b6,Associate Lawyer,0.4125,0.5304,0.3706,0.0,hors_cible_actuel,17,5,12,0.4125,1,0.3508765610241173,5,True
PPBZV2506190032709,OFFRE_004752_b8e02c7e50c4,Spécialiste Plaidoyer & Communication,0.375,0.5304,0.3706,0.0,hors_cible_actuel,21,6,15,0.375,1,0.3508765610241173,6,True
PPBZV2506190032709,OFFRE_003950_22e0603aca2e,COORDONNATEUR(TRICE) Du Guichet Unique,0.375,0.5304,0.3706,0.0,hors_cible_actuel,22,7,15,0.375,1,0.3508765610241173,7,True
PPBZV2506190032709,OFFRE_006212_d81eb340d53a,"CADRE SOCIAL, DROIT DU TRAVAIL",0.375,0.5304,0.3706,0.0,hors_cible_actuel,24,8,16,0.375,1,0.3508765610241173,8,True
PPBZV2506190032709,OFFRE_007447_ea0fc536233c,AVIS DE RECRUTEMENT EXTERNE : (SENIOR) LEGAL OFFICER,0.375,0.5304,0.3706,0.0,hors_cible_actuel,26,9,17,0.375,1,0.3508765610241173,9,True
PPBZV2506190032709,OFFRE_003383_3bb22ec2a885,RECRUTEMENT D’UN CABINET JURIDIQUE,0.375,0.5304,0.3706,0.0,hors_cible_actuel,28,10,18,0.375,1,0.3508765610241173,10,True
PPPNR2502030019203,OFFRE_010910_7143a3f44895,Serveur - Douala,0.55,0.5879,0.5529,0.667,postuler_avec_plan_de_montee_en_competence,1,1,0,0.55,1,0.6146728205561696,1,True
PPPNR2502030019203,OFFRE_012091_9eeaf3fabdaf,Serveur,0.4875,0.5461,0.5042,0.667,vivier_a_developper,4,2,2,0.4875,0,0.5870207838842085,2,True
PPPNR2502030019203,OFFRE_010498_63f5d3182c4c,Serveur / Chef de Rang (H/F),0.475,0.5349,0.5042,0.5,vivier_a_developper,6,3,3,0.475,0,0.5230874660251541,5,True
PPPNR2502030019203,OFFRE_012626_9b9ff0514ff7,Serveur,0.4875,0.5235,0.4963,0.667,vivier_a_developper,9,4,5,0.4875,0,0.5720701611859713,3,True
PPPNR2502030019203,OFFRE_013221_31d268ab1de4,Serveur,0.4875,0.5172,0.4941,0.667,vivier_a_developper,14,5,9,0.4875,0,0.5679025097258432,4,True
PPPNR2502030019203,OFFRE_010200_e9303f5ac58e,Cuisinier / Cuisinière,0.475,0.5468,0.4664,0.333,vivier_a_developper,3,6,-3,0.475,0,0.4744355368532358,7,True
PPPNR2502030019203,OFFRE_007132_0d1946a33628,Offre D'emploi: CUISINIERE,0.625,0.5061,0.4521,0.0,vivier_a_developper,25,7,18,0.625,1,0.33480133396362327,10,True
PPPNR2502030019203,OFFRE_012878_2f51608f794a,Réceptionniste Bilingue,0.4875,0.5178,0.4082,0.5,hors_cible_actuel,13,8,5,0.4875,0,0.5117752692048063,6,True
PPPNR2502030019203,OFFRE_003081_483d495769e8,3 AGENTS POLYVALENTS EN HOTELLERIE,0.4,0.5199,0.401,0.333,hors_cible_actuel,10,9,1,0.4,0,0.4566403266504667,8,True
PPPNR2502030019203,OFFRE_011098_721abd1ec0cf,Ménagère - Douala,0.55,0.511,0.3978,0.0,hors_cible_actuel,15,10,5,0.55,1,0.338042840654834,9,True
PPPNR2510100047237,OFFRE_013386_a7ab38beca29,"Agent Qhse ( Qualité, Hygiène, Sécurité,Environnement)",0.5625,0.4849,0.5686,0.833,postuler_avec_plan_de_montee_en_competence,28,1,27,0.5625,1,0.602720718528478,1,True
PPPNR2510100047237,OFFRE_013365_343450be5683,Responsable Hse,0.3937,0.6437,0.4103,0.333,hors_cible_actuel,1,2,-1,0.3937,1,0.5385379855018727,2,True
PPPNR2510100047237,OFFRE_013366_2f2b278f93f2,Responsable Hse,0.3937,0.6437,0.4103,0.333,hors_cible_actuel,2,3,-1,0.3937,1,0.5385379855018727,3,True
PPPNR2510100047237,OFFRE_012622_8fd50d59c98a,Responsable Hse,0.3937,0.6278,0.4047,0.333,hors_cible_actuel,3,4,-1,0.3937,1,0.5280196270548827,4,True
PPPNR2510100047237,OFFRE_012371_1dfa6fe9096d,Technicien Hse,0.3937,0.6272,0.4045,0.333,hors_cible_actuel,4,5,-1,0.3937,1,0.5276227078682039,5,True
PPPNR2510100047237,OFFRE_011721_2aca8122cfc0,Responsable Hse,0.3937,0.6198,0.4019,0.333,hors_cible_actuel,5,6,-1,0.3937,1,0.5227273712324978,6,True
PPPNR2510100047237,OFFRE_013346_bbed98f28163,Technicien Hse,0.3937,0.6059,0.3971,0.333,hors_cible_actuel,6,7,-1,0.3937,1,0.5135320767411041,7,True
PPPNR2510100047237,OFFRE_012830_0f16b2c08b35,Technicien Hse,0.3937,0.6049,0.3967,0.333,hors_cible_actuel,7,8,-1,0.3937,1,0.512870544763306,8,True
PPPNR2510100047237,OFFRE_012067_c4c9d3099c87,Hse,0.3937,0.603,0.3961,0.333,hors_cible_actuel,8,9,-1,0.3937,1,0.5116136340054895,9,True
PPPNR2510100047237,OFFRE_011732_c7fd6cb2b767,Hse,0.3937,0.5946,0.3931,0.333,hors_cible_actuel,9,10,-1,0.3937,1,0.5060567653919855,10,True
PPPNR2510100047255,OFFRE_012714_5650d898687a,Assistant De Direction,0.4625,0.6265,0.7043,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.4625,1,0.752917806292406,1,True
PPPNR2510100047255,OFFRE_012783_09b2ef8f36a4,Assistante De Direction,0.4125,0.6207,0.7022,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.4125,0,0.749080920821177,2,True
PPPNR2510100047255,OFFRE_012785_12c3fd55a04c,Assistante De Direction,0.4125,0.6189,0.7016,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.4125,0,0.7478901632611404,3,True
PPPNR2510100047255,OFFRE_011260_32c2cc031458,Assistant De Direction,0.4625,0.5885,0.691,1.0,postuler_avec_plan_de_montee_en_competence,4,4,0,0.4625,1,0.7277795911360779,4,True
PPPNR2510100047255,OFFRE_011773_ecd9460a6063,Assistant De Direction,0.4625,0.5669,0.6834,1.0,postuler_avec_plan_de_montee_en_competence,5,5,0,0.4625,1,0.7134905004156387,5,True
PPPNR2510100047255,OFFRE_013424_b7dad3d6847b,Assistant De Direction,0.4625,0.5552,0.6793,1.0,postuler_avec_plan_de_montee_en_competence,6,6,0,0.4625,1,0.7057505762754008,6,True
PPPNR2510100047255,OFFRE_012056_26b158d8d5b6,Assistant De Direction,0.4625,0.5443,0.6755,1.0,postuler_avec_plan_de_montee_en_competence,7,7,0,0.4625,1,0.6985398777174014,7,True
PPPNR2510100047255,OFFRE_012398_de546f43727d,Assistant De Direction,0.4625,0.5411,0.6744,1.0,postuler_avec_plan_de_montee_en_competence,8,8,0,0.4625,1,0.6964229753884476,8,True
PPPNR2510100047255,OFFRE_012769_dceb573fbd32,Assistant De Direction,0.4625,0.5291,0.6702,1.0,postuler_avec_plan_de_montee_en_competence,9,9,0,0.4625,1,0.6884845916548702,9,True
PPPNR2510100047255,OFFRE_012255_f29d800ab0d8,Assistant De Direction,0.4625,0.5275,0.6696,1.0,postuler_avec_plan_de_montee_en_competence,10,10,0,0.4625,1,0.6874261404903932,10,True
PPBZV2502110020067,OFFRE_011069_38c7fc1a961c,Agent de Sécurité,0.475,0.6103,0.7025,0.833,postuler_avec_plan_de_montee_en_competence,1,1,0,0.475,0,0.6856768285443609,2,True
PPBZV2502110020067,OFFRE_003686_988a8a331507,Superviseur / Contrôleur Des Agents,0.3875,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,7,2,5,0.3875,0,0.6843169401947422,3,True
PPBZV2502110020067,OFFRE_008150_dc3f0fd8f8d9,Agent De Sécurité Sur Le Terrain-UNHCR,0.5,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,8,3,5,0.5,1,0.6843169401947422,4,True
PPBZV2502110020067,OFFRE_008432_d755926528c5,02 Assistants Principaux À La Protection De L'Enfance,0.3875,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,11,4,7,0.3875,0,0.6843169401947422,5,True
PPBZV2502110020067,OFFRE_004748_9268041ea0e0,AGENTS D'ENTRETIEN AGENT DE SECURITE,0.5,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,12,5,7,0.5,1,0.6843169401947422,6,True
PPBZV2502110020067,OFFRE_003512_7d307b0b3c53,03 SUPERVISEURS Des Agents De Sécurité,0.425,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,14,6,8,0.425,0,0.6843169401947422,7,True
PPBZV2502110020067,OFFRE_008392_f3dc6b71cbae,Security Assistant Cameroon Maroua,0.3875,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,16,7,9,0.3875,0,0.6843169401947422,8,True
PPBZV2502110020067,OFFRE_003240_f5111d53b39f,Superviseur / Contrôleur Des Agents,0.3875,0.5228,0.702,1.0,postuler_avec_plan_de_montee_en_competence,22,8,14,0.3875,0,0.6843169401947422,9,True
PPBZV2502110020067,OFFRE_011068_0ff56309a0f6,Agent de Sécurité - Yaoundé,0.475,0.5645,0.6865,0.833,postuler_avec_plan_de_montee_en_competence,2,9,-7,0.475,0,0.6553786639612076,10,True
PPBZV2502110020067,OFFRE_013063_7bfa92e32904,Agent De Securite,0.5625,0.5253,0.6689,1.0,postuler_avec_plan_de_montee_en_competence,3,10,-7,0.5625,1,0.6859707701392375,1,True
PPBZV2507140035443,OFFRE_010899_961fde117b28,Réceptionniste - Douala,0.55,0.5136,0.6988,1.0,postuler_avec_plan_de_montee_en_competence,6,1,5,0.55,1,0.6782308459989994,3,True
PPBZV2507140035443,OFFRE_011340_3235308b63ce,Hote,0.3375,0.5422,0.6748,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.3375,0,0.6971506605640254,1,True
PPBZV2507140035443,OFFRE_011544_c85ba5a68686,Hote,0.3375,0.5312,0.6709,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.3375,0,0.6898738088082462,2,True
PPBZV2507140035443,OFFRE_012878_2f51608f794a,Réceptionniste Bilingue,0.4875,0.4963,0.6587,1.0,postuler_avec_plan_de_montee_en_competence,11,4,7,0.4875,1,0.6667863427830922,4,True
PPBZV2507140035443,OFFRE_011090_4f5e40a6ba77,Responsable d'Exploitation d'un Hôtel - Douala,0.475,0.4588,0.6256,1.0,postuler_avec_plan_de_montee_en_competence,30,5,25,0.475,0,0.6419788936156631,5,True
PPBZV2507140035443,OFFRE_010200_e9303f5ac58e,Cuisinier / Cuisinière,0.475,0.5277,0.4597,0.333,vivier_a_developper,4,6,-2,0.475,0,0.4618002760772919,6,True
PPBZV2507140035443,OFFRE_010498_63f5d3182c4c,Serveur / Chef de Rang (H/F),0.475,0.5053,0.4519,0.333,vivier_a_developper,8,7,1,0.475,0,0.4469819597746143,7,True
PPBZV2507140035443,OFFRE_007132_0d1946a33628,Offre D'emploi: CUISINIERE,0.625,0.4622,0.4368,0.0,vivier_a_developper,15,8,7,0.625,1,0.30576008013828626,10,True
PPBZV2507140035443,OFFRE_008537_9db9e405c07d,Cuisinier,0.4,0.4968,0.3929,0.333,hors_cible_actuel,10,9,1,0.4,0,0.44135893796333037,8,True
PPBZV2507140035443,OFFRE_004370_81b494398e0d,Receptionniste D'hôtel,0.2625,0.5713,0.385,0.0,hors_cible_actuel,1,10,-9,0.2625,0,0.37793321891606,9,True
PPPNR2505220029489,OFFRE_006990_46aea4d4d65a,Technical Graduate - Cocoa Africa - Electricity And Utilities Management,0.225,0.4458,0.341,0.0,hors_cible_actuel,4,1,3,0.225,0,0.2949109557023972,3,True
PPPNR2505220029489,OFFRE_005879_a0dc636a9b8b,Appliance Repair Technician,0.225,0.4252,0.3338,0.0,hors_cible_actuel,8,2,6,0.225,0,0.2812833969597562,6,True
PPPNR2505220029489,OFFRE_005957_7f6735c25229,Ouvrier,0.3375,0.4252,0.3338,0.0,hors_cible_actuel,12,3,9,0.3375,1,0.2812833969597562,7,True
PPPNR2505220029489,OFFRE_006036_f8b68d4c84e9,Un Opticien H/F,0.3375,0.4252,0.3338,0.0,hors_cible_actuel,20,4,16,0.3375,0,0.2812833969597562,8,True
PPPNR2505220029489,OFFRE_003184_607e55163448,02 MACHINISTES,0.3375,0.4252,0.3338,0.0,hors_cible_actuel,22,5,17,0.3375,0,0.2812833969597562,9,True
PPPNR2505220029489,OFFRE_005312_e862a1e678c2,04 Technicens Plombiers Dla/Yde,0.2625,0.4252,0.3338,0.0,hors_cible_actuel,25,6,19,0.2625,0,0.2812833969597562,10,True
PPPNR2505220029489,OFFRE_007871_4abaa714d1b5,Assistant Transhumance,0.2875,0.4533,0.2052,0.0,hors_cible_actuel,1,7,-6,0.2875,0,0.29987244553588305,1,True
PPPNR2505220029489,OFFRE_007795_55086bf5b186,ASSISTANT TECHNIQUE ÉCODÉVELOPPEMENT,0.2875,0.4533,0.2052,0.0,hors_cible_actuel,2,8,-6,0.2875,0,0.29987244553588305,2,True
PPPNR2505220029489,OFFRE_005321_a1add9dfcebd,Ingénieur Des Travaux Zone,0.1375,0.4458,0.2033,0.0,hors_cible_actuel,3,9,-6,0.1375,0,0.2949109557023972,4,True
PPPNR2505220029489,OFFRE_007889_67dd448c071c,Agent(E) De Terrain Pour Le Projet CaSeVe À Voko,0.1375,0.4444,0.2029,0.0,hors_cible_actuel,5,10,-5,0.1375,0,0.2939848109334799,5,True
PPPNR2502030019209,OFFRE_004919_78415c4ee799,CHEF CUISINIER,0.55,0.5692,0.7742,1.0,pret_a_postuler,5,1,4,0.55,0,0.7150120239645744,2,True
PPPNR2502030019209,OFFRE_004462_324fb8638161,Serveurs De Café Et Vendeurs De Café,0.55,0.5692,0.7742,1.0,pret_a_postuler,9,2,7,0.55,0,0.7150120239645744,3,True
PPPNR2502030019209,OFFRE_005504_a8a6e526d47b,SERVEURS SERVEUSES EXPÉRIMENTÉES,0.55,0.5692,0.7742,1.0,pret_a_postuler,10,3,7,0.55,0,0.7150120239645744,4,True
PPPNR2502030019209,OFFRE_006220_8c44ee243817,SERVEURS/ SERVEUSES,0.55,0.5692,0.7742,1.0,pret_a_postuler,13,4,9,0.55,0,0.7150120239645744,5,True
PPPNR2502030019209,OFFRE_006268_1b56e4ec5905,SERVEUR(SE),0.625,0.5692,0.7742,1.0,pret_a_postuler,14,5,9,0.625,1,0.7150120239645744,6,True
PPPNR2502030019209,OFFRE_006244_c88f1af62ce5,Chef Cuisinier,0.55,0.5692,0.7742,1.0,pret_a_postuler,18,6,12,0.55,0,0.7150120239645744,7,True
PPPNR2502030019209,OFFRE_003108_4a9a359bd3b7,Pool De Cuisinier.Ères Remplaçant.Es,0.55,0.5692,0.7742,1.0,pret_a_postuler,22,7,15,0.55,0,0.7150120239645744,8,True
PPPNR2502030019209,OFFRE_006379_5d710f7f9b8b,Serveuse/Caissiere/Réceptionniste,0.55,0.5692,0.7742,1.0,pret_a_postuler,24,8,16,0.55,0,0.7150120239645744,9,True
PPPNR2502030019209,OFFRE_012878_2f51608f794a,Réceptionniste Bilingue,0.5625,0.6022,0.6958,1.0,postuler_avec_plan_de_montee_en_competence,1,9,-8,0.5625,1,0.736842579231912,1,True
PPPNR2502030019209,OFFRE_003333_449d9754df94,Serveur,0.625,0.5692,0.6881,0.833,postuler_avec_plan_de_montee_en_competence,7,10,-3,0.625,1,0.6584878642568587,10,True
PPAUT2509170043474,OFFRE_007512_328b029e72b4,AGENT DE RECRUTEMENT CHAUFFEUR,0.595,0.611,0.7027,0.833,postuler_avec_plan_de_montee_en_competence,3,1,2,0.595,1,0.6861399009288196,1,True
PPAUT2509170043474,OFFRE_004682_6fad89f7386f,ASSISTANT(E) NEGOCE ET EXPORT,0.505,0.611,0.7027,0.833,postuler_avec_plan_de_montee_en_competence,4,2,2,0.505,0,0.6861399009288196,2,True
PPAUT2509170043474,OFFRE_006345_f77c4dadb761,Chauffeur-Logisticien,0.55,0.611,0.7027,0.833,postuler_avec_plan_de_montee_en_competence,13,3,10,0.55,0,0.6861399009288196,3,True
PPAUT2509170043474,OFFRE_003387_09123d49db41,AGENT DE RECRUTEMENT CHAUFFEUR,0.595,0.611,0.7027,0.833,postuler_avec_plan_de_montee_en_competence,15,4,11,0.595,1,0.6861399009288196,4,True
PPAUT2509170043474,OFFRE_009138_312be270cd68,Chauffeur Livreur Véhicule Léger,0.505,0.5631,0.686,0.833,postuler_avec_plan_de_montee_en_competence,21,5,16,0.505,0,0.6544525191922902,5,True
PPAUT2509170043474,OFFRE_009544_5b4f75cc557d,Responsable Logistique H/F,0.685,0.5616,0.6855,0.833,postuler_avec_plan_de_montee_en_competence,22,6,16,0.685,1,0.653460221225593,6,True
PPAUT2509170043474,OFFRE_010846_18f78608eb25,Acheteur H/F - Logistique,0.505,0.5546,0.683,0.833,postuler_avec_plan_de_montee_en_competence,23,7,16,0.505,0,0.6488294973810063,7,True
PPAUT2509170043474,OFFRE_010460_e99a7d467665,ASSISTANT(E) LOGISTICIEN(NE) BASE,0.505,0.5538,0.6827,0.833,postuler_avec_plan_de_montee_en_competence,24,8,16,0.505,0,0.6483002717987678,8,True
PPAUT2509170043474,OFFRE_007341_723ef56fe791,RESPONSABLE COMMERCIAL(E) & CUSTOMER SERVICE,0.43,0.5441,0.6793,0.833,postuler_avec_plan_de_montee_en_competence,27,9,18,0.43,0,0.6418834116141261,9,True
PPAUT2509170043474,OFFRE_009230_920f54fac78a,Commercial Fret H/F,0.505,0.5407,0.6781,0.833,postuler_avec_plan_de_montee_en_competence,28,10,18,0.505,0,0.6396342028896125,10,True
PPPNR2506170032429,OFFRE_011246_03363eded5d5,Geometre,0.4339,0.3939,0.5368,0.833,vivier_a_developper,9,1,8,0.4339,1,0.5425213085488501,1,True
